0,32,0,0
0,33,0,0
0,34,0,0
0,35,0,0
0,38,0,0
0,40,0,0
0,50,0,0
0,59,0,0
0,66,0,0
0,67,0,0
0,100,0,0
1,32,0,0
1,33,0,0
1,34,0,0
1,35,0,0
1,50,0,0
1,100,0,0
1,500,0,0
2,32,0,0
6,35,0,0
8,32,0,0
8,35,0,0
8,36,0,0
8,42,0,0
8,48,0,0
8,60,0,0
8,81,0,0
9,148,0,0
10,40,0,0
17,32,0,0
35,33,0,0
38,100,0,0
130,32,0,0
